7365.13078,3,0.038,0.038,9.309,5,-0.562,-29.375,-17.0
7365.15078,3,0.077,0.038,9.194,5,-0.625,-28.625,-18.688
7365.17077,3,0.0,0.0,9.232,5,0.438,-28.125,-19.312
7365.19098,3,0.038,0.077,9.424,5,0.312,-28.0,-19.375
7365.21078,3,0.077,0.115,9.194,5,0.125,-28.0,-19.688
7365.23093,3,0.0,0.0,9.309,5,0.0,-28.0,-20.0
7365.25079,3,-0.077,0.077,9.232,5,-0.312,-28.0,-20.0
7365.27096,3,0.077,0.153,9.232,5,-0.062,-27.812,-20.062
7365.29096,3,-0.038,0.077,9.232,5,0.188,-27.875,-20.0
7365.31094,3,-0.038,0.153,9.309,5,0.188,-27.875,-20.125
7365.33096,3,0.038,0.115,9.27,5,0.188,-27.875,-20.125
7365.35077,3,0.038,0.115,9.194,5,0.188,-27.75,-20.312
7365.37094,3,0.0,0.115,9.232,5,0.312,-27.875,-20.312
7365.39079,3,0.077,0.115,9.232,5,0.125,-28.062,-20.125
7365.41098,3,0.038,0.115,9.27,5,0.0,-27.875,-20.25
7365.43077,3,0.0,0.038,9.309,5,0.25,-28.812,-19.75
7365.45098,3,0.038,0.153,9.232,5,0.188,-28.812,-19.812
7365.47078,3,-0.038,0.192,9.232,5,0.188,-28.812,-19.875
7365.49095,3,-0.038,0.0,9.27,5,0.188,-28.625,-19.688
7365.51076,3,0.115,0.115,9.232,5,0.375,-28.5,-19.562
7365.53098,3,0.115,0.038,9.194,5,0.5,-28.625,-19.562
7365.55079,3,0.153,-0.038,9.27,5,0.688,-28.375,-19.5
7365.57077,3,-0.038,0.0,9.232,5,0.438,-28.938,-19.5
7365.59079,3,0.115,0.077,9.194,5,0.0,-28.312,-19.812
7365.61081,3,0.038,0.077,9.309,5,-0.125,-28.5,-19.875
7365.63077,3,0.153,0.077,9.232,5,0.0,-28.375,-19.875
7365.65095,3,0.0,0.115,9.27,5,-0.125,-28.438,-19.875
7365.67098,3,0.077,0.077,9.232,5,-0.25,-28.75,-20.0
7365.69097,3,0.038,-0.077,9.27,5,-0.312,-28.5,-19.812
7365.71096,3,0.038,0.115,9.27,5,-0.438,-28.625,-19.75
7365.73098,3,0.077,0.115,9.27,5,-0.125,-28.5,-19.875
7365.75078,3,0.0,0.115,9.232,5,0.0,-28.312,-19.938
7365.77097,3,0.0,0.038,9.27,5,0.0,-28.188,-19.938
7365.79097,3,-0.038,0.077,9.27,5,0.312,-28.5,-19.938
7365.81098,3,-0.077,0.115,9.194,5,0.312,-28.562,-20.125
7365.83097,3,0.0,0.077,9.194,5,0.312,-28.25,-20.062
7365.85097,3,0.0,0.077,9.232,5,0.312,-28.25,-20.188
7365.87097,3,0.038,0.038,9.232,5,0.188,-28.062,-20.25
7365.89094,3,0.0,0.038,9.347,5,0.25,-27.875,-20.062
7365.91096,3,-0.077,0.077,9.232,5,-0.312,-28.438,-19.625
7365.93096,3,0.038,0.077,9.27,5,0.0,-28.562,-19.562
7365.95099,3,0.0,0.038,9.194,5,-0.25,-28.438,-19.312
7365.97097,3,-0.115,0.0,9.117,5,-0.312,-28.125,-19.312
7365.99096,3,0.0,0.115,9.194,5,-0.312,-28.375,-18.938
7366.01099,3,0.077,0.192,9.309,5,-0.312,-28.375,-18.938
7366.03096,3,0.038,0.077,9.27,5,-0.125,-28.688,-19.0
7366.05098,3,0.077,0.038,9.232,5,-0.188,-29.0,-19.375
7366.07077,3,0.115,0.115,9.155,5,0.438,-28.812,-19.812
7366.09079,3,0.0,0.077,9.194,5,0.562,-28.812,-19.938
7366.11075,3,0.077,0.115,9.27,5,0.5,-28.75,-20.312
7366.13074,3,0.0,-0.115,9.232,5,0.812,-29.375,-20.25
7366.15076,3,0.038,0.0,9.194,5,0.812,-29.438,-20.625
7366.17108,3,0.153,0.115,9.232,5,0.875,-30.188,-20.5
7366.19074,3,0.038,0.077,9.155,5,0.812,-29.812,-20.5
7366.21089,3,0.038,0.153,9.194,5,1.188,-30.25,-19.938
7366.23076,3,-0.077,0.23,9.194,5,1.125,-29.688,-20.062
7366.25086,3,0.038,0.038,9.194,5,0.938,-29.688,-20.062
7366.27075,3,0.038,0.077,9.232,5,0.812,-29.625,-19.875
7366.29095,3,-0.077,0.038,9.194,5,0.312,-29.312,-19.938
7366.31077,3,0.077,0.115,9.194,5,0.438,-29.25,-19.625
7366.33091,3,-0.038,0.115,9.232,5,0.188,-28.5,-19.75
7366.35079,3,0.153,0.038,9.27,5,0.25,-28.5,-19.938
7366.37098,3,0.038,0.038,9.232,5,0.062,-28.188,-19.875
7366.39078,3,0.077,0.115,9.155,5,0.062,-28.625,-19.875
7366.41097,3,0.038,0.153,9.27,5,0.188,-28.438,-19.938
7366.43079,3,0.038,0.115,9.27,5,0.0,-28.312,-20.0
7366.45098,3,0.077,0.153,9.194,5,0.312,-28.188,-20.062
7366.47077,3,0.0,0.115,9.194,5,0.188,-28.188,-20.5
7366.49098,3,0.0,0.038,9.309,5,0.312,-28.062,-20.688
7366.51077,3,-0.038,0.077,9.27,5,0.188,-28.25,-20.562
7366.53077,3,0.038,0.038,9.232,5,-0.062,-27.938,-21.0
7366.55078,3,-0.038,0.0,9.232,5,-0.062,-27.625,-21.062
7366.57079,3,0.038,0.077,9.232,5,-0.188,-27.75,-20.812
7366.59079,3,0.0,0.153,9.27,5,0.188,-28.375,-20.5
7366.61096,3,0.038,0.23,9.194,5,0.312,-28.5,-20.562
7366.63078,3,-0.038,0.0,9.232,5,0.312,-28.375,-20.312
7366.65077,3,0.0,0.038,9.385,5,0.312,-29.375,-19.562
7366.67075,3,-0.038,0.192,9.347,5,0.5,-29.875,-19.438
7366.69076,3,-0.038,0.038,9.27,5,0.5,-30.25,-19.062
7366.71076,3,0.038,-0.038,9.232,5,0.5,-30.562,-18.562
7366.73076,3,0.038,0.115,9.194,5,0.312,-31.125,-18.438
7366.75075,3,-0.077,0.115,9.232,5,0.625,-31.312,-18.438
7366.77091,3,-0.038,0.077,9.155,5,0.312,-32.062,-18.062
7366.7909,3,-0.077,0.077,9.155,5,0.188,-32.375,-18.062
7366.81088,3,0.0,0.153,9.232,5,0.25,-31.5,-18.688
7366.8309,3,0.115,0.192,9.194,5,0.062,-31.0,-18.875
7366.85094,3,0.038,0.115,9.309,5,-0.562,-31.125,-18.375
7366.87095,3,0.0,0.115,9.27,5,-0.375,-31.312,-17.188
7366.89076,3,0.192,-0.038,9.232,5,-0.312,-31.312,-15.812
7366.91078,3,0.077,0.115,9.27,5,-0.688,-31.312,-14.5
7366.93098,3,0.115,0.115,9.27,5,-0.375,-30.688,-13.062
7366.95077,3,-0.077,0.115,9.27,5,-0.25,-31.0,-11.438
7366.971,3,-0.038,0.077,9.194,5,-0.438,-31.75,-9.875
7366.99079,3,-0.115,0.0,9.27,5,-0.312,-31.938,-8.312
7367.01098,3,0.0,0.038,9.309,5,-0.188,-31.75,-7.812
7367.03096,3,0.038,0.077,9.27,5,-0.375,-31.375,-9.375
7367.05098,3,0.077,0.153,9.27,5,-0.25,-30.625,-11.0
7367.07097,3,0.038,0.153,9.194,5,-0.188,-29.875,-12.688
7367.09097,3,0.038,0.0,9.385,5,-0.5,-29.5,-14.438
7367.11098,3,0.0,0.038,9.309,5,-0.25,-28.625,-16.25
7367.13098,3,-0.038,0.077,9.27,5,0.0,-27.938,-17.75
7367.15097,3,-0.038,0.077,9.194,5,0.0,-27.75,-19.312
7367.17096,3,0.077,0.077,9.27,5,0.562,-27.5,-20.625
7367.1908,3,0.0,0.038,9.232,5,0.562,-27.312,-20.5
7367.21079,3,0.038,0.077,9.27,5,0.25,-27.438,-20.438
7367.23076,3,-0.038,0.038,9.27,5,0.438,-27.75,-20.25
7367.25079,3,0.0,0.0,9.309,5,0.625,-27.812,-20.375
7367.27077,3,0.115,-0.038,9.155,5,0.5,-28.25,-20.125
7367.29076,3,0.038,0.115,9.27,5,0.375,-28.5,-20.125
7367.31093,3,0.077,0.115,9.232,5,0.688,-28.688,-19.875
7367.33088,3,-0.038,0.115,9.232,5,0.562,-28.625,-19.688
7367.35094,3,-0.038,0.153,9.232,5,0.438,-28.938,-19.75
7367.37095,3,0.038,0.192,9.232,5,0.312,-29.375,-19.625
7367.39079,3,0.077,0.115,9.194,5,0.125,-29.062,-19.688
7367.41098,3,0.0,0.038,9.309,5,-0.125,-29.188,-19.188
7367.43101,3,0.115,0.077,9.27,5,-0.438,-29.438,-19.0
7367.45096,3,0.038,0.153,9.232,5,-0.438,-29.312,-19.0
7367.47098,3,-0.038,0.038,9.309,5,-0.875,-29.25,-19.312
7367.49077,3,0.0,0.0,9.232,5,-0.875,-29.438,-19.375
7367.51096,3,0.0,0.115,9.309,5,-0.688,-29.438,-19.312
7367.53098,3,-0.077,0.038,9.27,5,-0.312,-29.062,-19.625
7367.55097,3,-0.038,-0.038,9.194,5,-0.25,-29.062,-19.625
7367.57079,3,0.0,0.077,9.232,5,0.0,-28.812,-20.125
7367.59079,3,0.038,0.192,9.309,5,0.375,-28.375,-20.562
7367.61079,3,0.077,0.115,9.347,5,0.312,-28.562,-20.688
7367.63077,3,-0.038,0.077,9.27,5,0.375,-28.438,-20.562
7367.65093,3,-0.038,0.077,9.27,5,0.875,-28.375,-19.312
7367.67095,3,-0.038,-0.077,9.232,5,0.688,-28.812,-17.875
7367.69077,3,-0.077,-0.077,9.232,5,0.312,-29.312,-16.438
7367.71101,3,0.0,0.038,9.232,5,0.188,-29.125,-16.812
7367.73097,3,-0.038,0.0,9.194,5,-0.062,-29.25,-16.625
7367.75095,3,-0.077,0.077,9.232,5,-0.125,-29.25,-16.688
7367.77095,3,-0.077,0.038,9.232,5,-0.062,-29.062,-16.562
7367.79077,3,-0.038,-0.038,9.27,5,-0.688,-29.188,-16.0
7367.81099,3,0.038,0.077,9.232,5,-0.75,-29.125,-17.0
7367.83097,3,0.115,0.0,9.194,5,-0.562,-28.562,-18.438
7367.85097,3,-0.038,0.077,9.155,5,-0.125,-28.0,-19.812
7367.87098,3,-0.038,0.038,9.27,5,0.0,-28.375,-19.375
7367.89078,3,-0.038,0.077,9.194,5,0.062,-28.312,-19.562
7367.91096,3,-0.038,0.038,9.232,5,-0.188,-28.188,-19.0
7367.93096,3,-0.077,0.153,9.232,5,0.0,-28.25,-18.812
7367.95098,3,0.077,0.23,9.194,5,0.438,-28.0,-19.312
7367.97097,3,-0.077,0.192,9.232,5,0.125,-28.125,-19.625
7367.99097,3,0.0,0.077,9.232,5,0.0,-28.0,-19.625
7368.01099,3,0.038,0.115,9.155,5,-0.375,-28.25,-19.625
7368.03098,3,-0.038,0.038,9.27,5,-0.625,-28.125,-19.812
7368.05097,3,0.0,0.077,9.232,5,-0.5,-28.188,-19.5
7368.07097,3,0.038,0.115,9.27,5,-0.438,-28.438,-19.688
7368.09098,3,0.115,0.0,9.309,5,-0.5,-28.562,-19.938
7368.11097,3,0.038,0.115,9.347,5,-0.312,-28.438,-20.062
7368.13097,3,0.0,0.077,9.347,5,-0.125,-28.312,-19.938
7368.15099,3,0.038,0.038,9.194,5,-0.125,-28.625,-20.0
7368.17078,3,0.038,0.038,9.194,5,0.0,-28.375,-20.312
7368.19098,3,0.0,0.038,9.309,5,0.375,-28.375,-20.0
7368.21099,3,0.038,0.038,9.309,5,0.625,-28.25,-20.25
7368.23098,3,0.077,0.0,9.27,5,0.688,-28.312,-20.375
7368.25097,3,0.038,0.077,9.347,5,0.5,-28.25,-20.438
7368.27096,3,-0.077,0.115,9.27,5,0.375,-28.562,-20.312
7368.29099,3,0.077,0.115,9.232,5,0.25,-29.188,-18.812
7368.31097,3,0.0,0.115,9.194,5,0.125,-29.625,-17.312
7368.33098,3,0.153,0.23,9.232,5,0.188,-30.25,-15.438
7368.35098,3,0.038,-0.038,9.232,5,0.062,-30.875,-14.062
7368.37098,3,0.192,0.115,9.155,5,-0.312,-31.625,-12.375
7368.39097,3,0.038,0.038,9.232,5,-0.25,-32.125,-10.562
7368.41096,3,0.077,0.038,9.232,5,-0.25,-32.562,-8.875
7368.43098,3,0.077,0.038,9.232,5,-0.188,-32.75,-7.312
7368.45097,3,0.115,0.153,9.27,5,-0.25,-32.875,-7.188
7368.47096,3,-0.077,0.077,9.194,5,-0.25,-32.938,-7.062
7368.49099,3,-0.077,-0.038,9.194,5,-0.25,-32.938,-7.188
7368.51097,3,0.077,0.0,9.27,5,-0.5,-32.875,-7.312
7368.53097,3,0.038,0.038,9.309,5,-0.375,-32.625,-7.25
7368.55096,3,0.0,0.038,9.194,5,-1.375,-32.438,-8.188
7368.57081,3,0.153,0.077,9.194,5,-1.312,-32.125,-10.125
7368.59079,3,0.153,0.153,9.194,5,-1.5,-32.0,-12.0
7368.6108,3,0.038,0.038,9.27,5,-1.5,-31.375,-13.875
7368.63078,3,0.038,0.115,9.27,5,-1.375,-31.062,-15.375
7368.65076,3,-0.038,0.038,9.155,5,-1.25,-31.0,-16.438
7368.67077,3,0.077,0.115,9.27,5,-0.75,-30.875,-17.75
7368.69089,3,0.077,0.077,9.232,5,-0.688,-31.0,-19.125
7368.71077,3,0.077,0.115,9.232,5,0.25,-30.812,-19.938
7368.73075,3,0.115,0.038,9.309,5,0.438,-31.312,-18.375
7368.75075,3,0.153,0.115,9.194,5,1.125,-31.5,-17.75
7368.77077,3,0.077,0.153,9.155,5,1.5,-31.938,-17.312
7368.7909,3,0.077,-0.038,9.232,5,1.375,-32.062,-17.062
7368.81089,3,-0.038,0.077,9.232,5,1.0,-31.812,-17.438
7368.83095,3,0.0,0.038,9.232,5,0.625,-31.75,-17.688
7368.85102,3,0.115,0.077,9.194,5,0.812,-31.375,-18.188
7368.87093,3,0.077,0.153,9.232,5,1.125,-30.875,-18.125
7368.89093,3,0.077,0.0,9.194,5,1.188,-30.25,-19.562
7368.91095,3,-0.038,0.115,9.27,5,0.688,-29.812,-19.875
7368.93094,3,0.0,0.038,9.232,5,0.312,-29.312,-20.125
7368.95095,3,0.038,0.077,9.232,5,0.438,-28.875,-20.438
7368.97099,3,0.0,0.038,9.232,5,0.875,-28.5,-20.0
7368.99099,3,0.077,-0.038,9.194,5,0.812,-28.25,-20.0
7369.01097,3,0.0,0.077,9.232,5,0.625,-28.0,-19.75
7369.03096,3,-0.038,0.115,9.194,5,0.5,-28.125,-19.75
7369.05099,3,0.0,0.0,9.309,5,0.438,-27.875,-19.812
7369.07097,3,-0.115,0.077,9.27,5,0.312,-27.875,-20.188
7369.09097,3,0.0,0.038,9.194,5,0.312,-27.625,-20.25
7369.11098,3,-0.153,0.0,9.194,5,0.438,-27.562,-20.312
7369.13098,3,0.077,0.0,9.232,5,0.438,-27.625,-20.688
7369.15097,3,0.0,0.115,9.27,5,0.438,-27.625,-20.875
7369.17096,3,-0.038,0.153,9.232,5,0.312,-28.0,-21.125
7369.191,3,-0.192,0.153,9.194,5,0.125,-28.125,-20.688
7369.21078,3,0.038,0.115,9.194,5,0.0,-28.375,-20.562
7369.23097,3,0.038,0.038,9.194,5,0.0,-28.5,-20.375
7369.25079,3,0.153,0.077,9.27,5,0.062,-28.812,-20.125
7369.27098,3,-0.038,0.115,9.309,5,-0.062,-29.125,-20.312
7369.29097,3,0.038,0.038,9.155,5,-0.25,-29.125,-20.312
7369.31094,3,-0.077,0.115,9.309,5,-0.125,-29.125,-20.125
7369.33098,3,-0.077,0.153,9.232,5,-0.125,-28.812,-19.938
7369.35097,3,0.0,0.115,9.155,5,-0.125,-28.938,-20.375
7369.37096,3,-0.038,0.153,9.194,5,0.062,-28.812,-20.5
7369.39099,3,-0.038,0.077,9.194,5,0.062,-28.562,-20.688
7369.41098,3,-0.077,0.077,9.27,5,0.188,-28.25,-21.0
7369.43097,3,0.038,0.0,9.232,5,0.125,-27.938,-20.688
7369.45098,3,0.038,0.038,9.27,5,0.25,-27.75,-20.625
7369.47093,3,0.077,0.077,9.232,5,0.438,-27.625,-20.5
7369.49093,3,0.115,0.153,9.232,5,0.562,-27.75,-20.688
7369.51088,3,0.038,0.192,9.194,5,0.312,-27.938,-20.875
7369.53078,3,0.115,0.115,9.194,5,0.125,-28.25,-20.625
