1537793.62133,3,-0.112,0.307,9.787,4,-0.001,0.0,0.0,5,-0.244,-21.413,-20.794
1537793.64092,3,-0.117,0.312,9.778,4,-0.001,-0.0,-0.0,5,-0.244,-21.225,-20.569
1537793.6605,3,-0.112,0.312,9.775,4,-0.001,-0.0,0.001,5,-0.244,-21.375,-20.475
1537793.68008,3,-0.103,0.314,9.785,4,-0.001,0.0,0.0,5,-0.169,-21.45,-20.681
1537793.69966,3,-0.107,0.312,9.78,4,0.0,-0.0,0.0,5,-0.225,-21.656,-20.944
1537793.71924,3,-0.095,0.309,9.79,4,0.0,-0.0,0.0,5,-0.488,-21.638,-20.906
1537793.73883,3,-0.095,0.309,9.775,4,-0.001,-0.0,-0.0,5,-0.6,-21.506,-21.113
1537793.77799,3,-0.103,0.312,9.775,4,-0.001,0.0,-0.0,5,-0.713,-21.563,-21.169
1537793.79757,3,-0.105,0.312,9.787,4,0.0,-0.0,0.0,5,-0.713,-21.656,-21.431
1537793.81715,3,-0.112,0.309,9.785,4,0.0,0.0,0.0,5,-0.806,-21.563,-21.338
1537793.85632,3,-0.098,0.314,9.782,4,0.0,-0.0,0.001,5,-0.731,-21.488,-21.075
1537793.8759,3,-0.1,0.309,9.775,4,0.0,0.0,0.0,5,-0.45,-21.675,-21.225
1537793.89548,3,-0.098,0.309,9.782,4,0.0,-0.0,0.001,5,-0.3,-21.563,-21.056
1537793.91506,3,-0.103,0.309,9.78,4,-0.001,0.0,0.0,5,-0.15,-21.375,-21.15
1537793.93465,3,-0.103,0.312,9.782,4,0.0,-0.0,0.0,5,-0.056,-21.469,-21.188
1537793.95423,3,-0.103,0.319,9.78,4,0.0,0.0,-0.001,5,-0.188,-21.431,-21.15
1537793.97381,3,-0.1,0.314,9.785,4,0.0,0.0,0.0,5,-0.094,-21.281,-21.469
1537793.99339,3,-0.098,0.314,9.775,4,0.001,-0.0,0.0,5,-0.056,-21.469,-21.563
1537794.01297,3,-0.107,0.312,9.792,4,0.0,0.0,0.0,5,-0.188,-21.413,-21.506
1537794.03256,3,-0.095,0.314,9.787,4,0.0,-0.0,-0.001,5,-0.3,-21.394,-21.563
1537794.05214,3,-0.1,0.302,9.792,4,-0.0,0.0,0.0,5,-0.338,-21.3,-21.75
1537794.07172,3,-0.105,0.309,9.785,4,0.0,-0.0,0.0,5,-0.656,-21.413,-21.544
1537794.11088,3,-0.105,0.307,9.78,4,0.0,0.0,-0.001,5,-0.206,-21.525,-21.75
1537794.13047,3,-0.103,0.312,9.775,4,0.002,-0.0,0.0,5,-0.338,-21.788,-21.544
1537794.15005,3,-0.107,0.312,9.787,4,0.001,-0.0,0.0,5,-0.525,-21.638,-21.675
1537794.16963,3,-0.107,0.312,9.792,4,0.0,0.0,-0.001,5,-0.638,-21.563,-21.731
1537794.18921,3,-0.095,0.309,9.794,4,0.0,0.0,0.0,5,-0.713,-21.394,-21.675
1537794.20879,3,-0.105,0.319,9.79,4,0.0,-0.0,0.0,5,-0.713,-21.488,-21.581
1537794.22838,3,-0.105,0.307,9.792,4,0.001,-0.0,0.0,5,-0.563,-21.45,-21.581
1537794.24796,3,-0.1,0.304,9.78,4,0.002,-0.001,0.001,5,-0.619,-21.413,-21.581
1537794.26754,3,-0.1,0.312,9.782,4,0.001,-0.001,0.001,5,-0.919,-21.019,-21.525
1537794.28712,3,-0.103,0.312,9.78,4,0.001,0.0,0.0,5,-0.975,-20.756,-21.413
1537794.32629,3,-0.098,0.304,9.78,4,0.0,-0.0,0.0,5,-0.713,-20.831,-21.206
1537794.34587,3,-0.098,0.309,9.78,4,0.0,-0.0,-0.001,5,-0.75,-21.075,-21.338
1537794.38503,3,-0.1,0.307,9.787,4,-0.0,0.0,0.0,5,-0.75,-21.206,-21.3
1537794.4242,3,-0.103,0.314,9.773,4,-0.0,0.0,0.0,5,-0.694,-21.488,-21.15
1537794.44378,3,-0.093,0.312,9.78,4,0.0,-0.0,0.0,5,-0.6,-21.769,-21.056
1537794.46336,3,-0.1,0.309,9.787,4,0.001,-0.001,0.001,5,-0.563,-21.956,-21.188
1537794.48294,3,-0.1,0.312,9.78,4,0.0,-0.0,0.0,5,-0.713,-21.994,-21.375
1537794.50252,3,-0.103,0.314,9.78,4,0.0,0.0,0.0,5,-0.525,-22.05,-21.188
1537794.52211,3,-0.1,0.302,9.787,4,-0.0,-0.0,0.0,5,-0.656,-21.806,-21.056
1537794.54169,3,-0.11,0.316,9.782,4,-0.001,-0.0,0.0,5,-0.581,-22.013,-21.075
1537794.56127,3,-0.105,0.319,9.778,4,0.001,-0.0,0.0,5,-0.731,-22.106,-21.169
1537794.58085,3,-0.107,0.314,9.782,4,0.001,-0.001,-0.001,5,-0.694,-21.675,-21.356
1537794.60043,3,-0.107,0.314,9.787,4,-0.001,0.0,0.0,5,-0.6,-21.769,-21.356
1537794.62002,3,-0.1,0.307,9.778,4,-0.0,-0.001,-0.001,5,-0.6,-21.919,-21.225
1537794.6396,3,-0.091,0.312,9.79,4,0.0,-0.001,0.0,5,-0.619,-22.088,-21.113
1537794.65918,3,-0.088,0.314,9.787,4,0.0,-0.001,-0.001,5,-0.788,-21.919,-21.094
1537794.67876,3,-0.093,0.312,9.79,4,0.0,-0.0,0.0,5,-0.45,-21.994,-21.019
1537794.69834,3,-0.107,0.309,9.79,4,-0.0,0.0,-0.001,5,-0.525,-21.6,-21.094
1537794.71793,3,-0.103,0.312,9.782,4,0.0,-0.0,-0.001,5,-0.656,-21.506,-21.0
1537794.73751,3,-0.112,0.312,9.778,4,0.001,-0.001,-0.001,5,-0.938,-21.656,-20.869
1537794.75709,3,-0.105,0.307,9.792,4,0.0,-0.0,0.0,5,-1.106,-21.675,-20.831
1537794.77667,3,-0.103,0.304,9.79,4,-0.0,0.0,-0.001,5,-0.938,-21.413,-20.813
1537794.79625,3,-0.1,0.314,9.787,4,-0.0,-0.0,-0.001,5,-0.863,-21.113,-20.794
1537794.81584,3,-0.107,0.307,9.792,4,-0.0,0.0,0.0,5,-0.769,-21.113,-20.888
1537794.83542,3,-0.1,0.314,9.775,4,0.0,0.001,0.0,5,-0.713,-21.206,-20.85
1537794.855,3,-0.1,0.314,9.79,4,0.0,-0.0,-0.001,5,-0.713,-21.544,-20.756
1537794.89416,3,-0.093,0.312,9.785,4,-0.0,-0.0,-0.001,5,-0.375,-21.619,-20.456
1537794.91375,3,-0.1,0.321,9.785,4,-0.0,-0.0,0.0,5,-0.413,-21.525,-20.7
