1538028.32876,3,-0.1,0.309,9.797,4,-0.001,0.001,0.0,5,-1.631,-21.581,-20.925
1538028.34834,3,-0.103,0.307,9.778,4,-0.001,0.001,0.0,5,-1.519,-21.413,-21.075
1538028.36793,3,-0.1,0.307,9.787,4,-0.001,0.001,0.0,5,-1.519,-21.263,-21.038
1538028.38751,3,-0.105,0.309,9.792,4,-0.001,0.001,0.0,5,-1.406,-21.338,-20.925
1538028.40709,3,-0.093,0.309,9.785,4,-0.001,0.001,0.0,5,-1.406,-21.375,-20.963
1538028.46583,3,-0.112,0.312,9.797,4,0.001,-0.0,0.0,5,-1.463,-21.319,-21.188
1538028.48542,3,-0.098,0.319,9.792,4,-0.0,0.001,0.0,5,-1.05,-21.506,-21.0
1538028.505,3,-0.103,0.309,9.785,4,-0.001,0.0,0.0,5,-1.088,-21.038,-21.094
1538028.54416,3,-0.1,0.312,9.782,4,0.0,-0.0,0.0,5,-1.031,-21.338,-20.906
1538028.56374,3,-0.098,0.314,9.785,4,-0.001,-0.0,0.0,5,-0.75,-21.244,-20.719
1538028.60291,3,-0.091,0.312,9.785,4,0.0,0.0,-0.0,5,-0.75,-21.413,-21.056
1538028.64207,3,-0.095,0.307,9.792,4,0.0,0.0,0.0,5,-0.675,-21.206,-21.075
1538028.66165,3,-0.095,0.309,9.799,4,-0.0,0.001,0.0,5,-0.863,-21.3,-20.906
1538028.68124,3,-0.103,0.309,9.785,4,0.0,-0.0,0.0,5,-0.881,-21.225,-20.963
1538028.70082,3,-0.112,0.307,9.787,4,-0.0,-0.0,0.0,5,-0.938,-21.356,-20.794
1538028.73998,3,-0.107,0.309,9.787,4,-0.0,-0.001,0.0,5,-1.5,-21.338,-20.813
1538028.75956,3,-0.103,0.309,9.787,4,-0.0,0.0,-0.0,5,-1.538,-21.281,-20.438
1538028.77915,3,-0.103,0.307,9.787,4,0.0,0.001,-0.0,5,-1.631,-21.469,-20.531
1538028.79873,3,-0.095,0.304,9.78,4,0.0,-0.001,0.0,5,-1.744,-21.45,-20.55
1538028.81831,3,-0.095,0.302,9.792,4,-0.0,0.0,0.0,5,-1.819,-21.675,-20.475
1538028.83789,3,-0.103,0.307,9.794,4,0.0,0.0,0.0,5,-1.819,-21.863,-20.531
1538028.85747,3,-0.1,0.314,9.802,4,-0.0,0.0,0.0,5,-1.613,-21.75,-20.681
1538028.87706,3,-0.1,0.307,9.794,4,-0.0,-0.001,-0.0,5,-1.538,-21.638,-20.794
1538028.89664,3,-0.093,0.307,9.797,4,0.0,-0.001,0.0,5,-1.256,-21.45,-20.981
1538028.91622,3,-0.1,0.309,9.797,4,0.0,-0.0,0.0,5,-1.05,-21.525,-21.038
1538028.9358,3,-0.105,0.314,9.787,4,-0.0,-0.0,-0.0,5,-0.938,-21.356,-20.925
1538028.95538,3,-0.11,0.316,9.79,4,-0.0,-0.001,0.0,5,-0.994,-21.488,-21.019
1538028.99455,3,-0.1,0.302,9.792,4,0.0,-0.001,0.0,5,-0.825,-21.356,-21.206
1538029.01413,3,-0.098,0.307,9.785,4,-0.0,0.0,-0.0,5,-0.863,-21.319,-21.3
1538029.03371,3,-0.107,0.316,9.792,4,-0.0,0.001,-0.0,5,-0.769,-21.413,-21.15
1538029.05329,3,-0.107,0.304,9.792,4,-0.0,0.001,0.0,5,-0.919,-21.6,-21.244
1538029.07287,3,-0.103,0.316,9.785,4,0.001,-0.001,-0.0,5,-0.919,-21.45,-21.169
1538029.11204,3,-0.1,0.319,9.797,4,-0.0,0.0,-0.0,5,-0.881,-21.488,-21.206
1538029.1512,3,-0.095,0.307,9.79,4,0.0,0.0,0.0,5,-0.731,-21.375,-21.056
1538029.17078,3,-0.107,0.307,9.792,4,-0.0,0.001,-0.0,5,-0.825,-21.375,-21.019
1538029.19037,3,-0.098,0.316,9.792,4,-0.0,0.001,-0.0,5,-0.731,-21.431,-21.206
1538029.20995,3,-0.1,0.307,9.79,4,0.001,-0.001,0.0,5,-0.713,-21.319,-21.0
1538029.22953,3,-0.093,0.321,9.799,4,0.0,-0.0,0.0,5,-0.881,-21.45,-21.244
1538029.24911,3,-0.107,0.312,9.797,4,0.0,-0.0,0.0,5,-0.806,-21.563,-21.206
1538029.26869,3,-0.105,0.312,9.797,4,0.001,-0.0,0.0,5,-0.769,-21.6,-21.244
1538029.28828,3,-0.098,0.314,9.797,4,-0.0,0.001,0.0,5,-0.863,-21.881,-21.206
1538029.30786,3,-0.103,0.314,9.79,4,0.0,0.0,-0.0,5,-0.938,-21.619,-21.375
1538029.32744,3,-0.1,0.319,9.794,4,0.0,0.0,-0.0,5,-1.031,-21.563,-21.038
1538029.34702,3,-0.098,0.312,9.799,4,-0.0,0.001,-0.0,5,-1.238,-21.394,-20.888
