17339.47647,  -6.375,-29.562,-21.375
17339.49659,  -6.500,-29.562,-21.500
17339.51658,  -6.688,-29.375,-21.938
17339.53653,  -6.875,-29.375,-22.062
17339.55649,  -6.812,-29.438,-22.062
17339.57646,  -6.562,-29.938,-22.000
17339.59661,  -6.438,-30.188,-22.125
17339.61662,  -6.625,-30.062,-22.500
17339.63649,  -6.875,-30.062,-22.500
17339.65647,  -6.750,-30.062,-22.500
17339.67649,  -6.562,-30.250,-22.312
17339.69667,  -6.562,-30.062,-22.000
17339.71666,  -6.438,-30.062,-22.188
17339.73651,  -6.500,-29.625,-22.250
17339.75649,  -6.188,-29.750,-22.062
17339.77646,  -5.750,-29.500,-22.125
17339.79645,  -5.875,-29.562,-22.250
17339.81662,  -6.188,-29.688,-22.500
17339.83648,  -6.312,-29.500,-22.750
17339.85662,  -6.062,-29.562,-23.000
17339.87665,  -6.062,-29.250,-22.875
17339.89661,  -6.000,-29.688,-23.000
17339.91661,  -6.062,-29.312,-23.188
17339.93648,  -7.000,-29.500,-22.688
17339.95665,  -6.875,-29.500,-22.625
17339.97661,  -6.562,-29.438,-22.312
17339.99660,  -6.500,-29.625,-22.062
17340.01663,  -6.938,-29.688,-22.188
17340.03650,  -7.125,-29.688,-22.312
17340.05663,  -7.000,-29.562,-22.000
17340.07657,  -6.938,-29.438,-22.188
17340.09662,  -6.312,-29.500,-22.438
17340.11663,  -6.500,-29.438,-22.312
17340.13648,  -6.938,-29.625,-22.500
17340.15648,  -6.938,-29.750,-22.500
17340.17652,  -6.625,-29.875,-22.125
17340.19659,  -6.500,-29.875,-21.875
17340.21662,  -6.625,-29.438,-22.125
17340.23668,  -6.688,-29.562,-21.875
17340.25648,  -6.562,-29.375,-21.875
17340.27662,  -6.312,-29.312,-21.812
17340.29647,  -5.875,-29.312,-21.688
17340.31647,  -6.062,-28.750,-21.875
17340.33647,  -6.125,-28.438,-22.250
17340.35649,  -6.125,-28.562,-22.188
17340.37662,  -5.938,-28.688,-21.875
17340.39646,  -6.062,-29.125,-21.750
17340.41660,  -6.062,-29.062,-22.125
17340.43673,  -6.062,-29.312,-22.250
17340.45648,  -6.062,-29.375,-22.375
17340.47664,  -5.750,-29.375,-22.062
17340.49648,  -5.562,-29.812,-21.875
17340.51648,  -5.562,-29.500,-22.062
17340.53670,  -5.812,-29.688,-22.062
17340.55646,  -5.875,-29.375,-22.250
17340.57648,  -6.000,-29.438,-22.188
17340.59647,  -6.250,-29.312,-22.062
17340.61647,  -6.375,-29.125,-22.188
17340.63651,  -6.375,-29.312,-22.062
17340.65648,  -6.562,-29.312,-22.188
17340.67661,  -6.688,-29.562,-21.938
17340.69652,  -6.688,-29.562,-21.938
17340.71662,  -6.688,-29.250,-22.125
17340.73648,  -6.562,-29.125,-22.188
17340.75661,  -6.250,-29.000,-22.125
17340.77648,  -6.188,-29.000,-21.812
17340.79660,  -6.188,-29.000,-22.000
17340.81661,  -6.250,-28.688,-21.812
17340.83651,  -6.125,-28.688,-22.062
17340.85647,  -6.062,-28.688,-22.000
17340.87661,  -6.375,-28.938,-21.062
17340.89659,  -6.562,-29.000,-20.812
17340.91648,  -6.562,-29.312,-20.938
17340.93648,  -6.688,-29.000,-21.062
17340.95661,  -6.750,-29.188,-20.938
17340.97648,  -6.812,-29.312,-21.062
17340.99661,  -6.562,-29.500,-20.938
17341.01647,  -6.875,-29.375,-21.250
17341.03684,  -6.500,-29.250,-22.125
17341.05649,  -6.500,-29.438,-22.188
17341.07648,  -6.375,-29.000,-22.062
17341.09663,  -6.500,-29.438,-22.125
17341.11649,  -6.500,-29.125,-22.062
17341.13649,  -6.062,-29.000,-22.000
17341.15660,  -6.062,-29.062,-22.000
17341.17645,  -6.188,-29.125,-21.875
17341.19661,  -6.188,-29.500,-21.812
17341.21647,  -6.188,-29.125,-21.750
17341.23666,  -6.188,-29.188,-21.938
17341.25648,  -6.188,-29.562,-22.000
17341.27648,  -6.188,-29.312,-22.000
17341.29646,  -6.500,-29.562,-22.125
17341.31664,  -6.688,-29.125,-22.312
17341.33652,  -6.500,-29.250,-22.188
17341.35664,  -6.500,-29.125,-22.250
17341.37647,  -6.312,-29.938,-20.500
17341.39665,  -6.438,-30.562,-18.938
17341.41647,  -6.250,-30.750,-17.500
17341.43678,  -5.875,-31.312,-15.938
17341.45663,  -5.812,-31.938,-14.250
17341.47648,  -5.750,-32.188,-14.375
17341.49660,  -5.500,-31.938,-14.312
17341.51653,  -5.312,-31.500,-14.125
17341.53679,  -5.438,-30.875,-15.938
17341.55666,  -5.500,-30.438,-17.250
17341.57665,  -5.688,-29.500,-18.500
17341.59665,  -6.000,-29.188,-20.188
17341.61665,  -6.250,-28.500,-21.688
17341.63652,  -6.312,-28.375,-21.688
17341.65665,  -6.562,-28.688,-21.938
17341.67666,  -6.875,-28.938,-22.125
17341.69665,  -6.875,-29.000,-22.125
17341.71664,  -6.688,-29.000,-22.438
17341.73680,  -6.562,-29.188,-22.562
17341.75662,  -6.562,-29.188,-22.625
17341.77647,  -6.500,-29.188,-22.625
17341.79660,  -6.625,-29.500,-22.500
17341.81662,  -6.500,-29.812,-21.312
17341.83679,  -6.438,-29.812,-21.438
17341.85665,  -6.250,-30.000,-21.125
17341.87667,  -6.500,-29.812,-20.938
17341.89664,  -6.438,-29.938,-20.875
17341.91664,  -6.438,-29.938,-20.812
17341.93677,  -6.312,-29.812,-20.875
17341.95662,  -6.062,-29.500,-20.812
17341.97648,  -6.250,-28.875,-21.812
17341.99666,  -6.188,-29.125,-21.750
17342.01662,  -6.250,-28.688,-21.938
17342.03651,  -6.125,-28.688,-21.812
17342.05660,  -6.250,-28.875,-21.938
17342.07664,  -6.250,-28.750,-22.125
17342.09661,  -6.250,-28.875,-22.188
17342.11660,  -6.250,-28.750,-22.312
17342.13677,  -6.062,-28.938,-22.375
17342.15663,  -6.062,-28.875,-22.438
17342.17662,  -6.188,-29.188,-22.562
17342.19647,  -6.188,-29.125,-22.938
17342.21662,  -5.938,-28.812,-22.875
17342.23678,  -6.188,-28.812,-22.750
17342.25665,  -6.062,-28.812,-22.625
17342.27664,  -6.062,-29.125,-22.688
17342.29665,  -5.938,-28.938,-22.625
17342.31663,  -6.250,-28.938,-22.625
17342.33674,  -6.125,-28.500,-22.562
17342.35667,  -6.250,-29.000,-22.312
17342.37665,  -6.438,-29.000,-22.375
17342.39647,  -6.375,-29.000,-22.438
17342.41662,  -6.438,-28.875,-22.438
17342.43680,  -6.562,-28.688,-22.375
17342.45665,  -6.562,-28.875,-22.312
17342.47665,  -6.250,-28.750,-22.375
